,C,epsilon,kernel,pca__n_components,savgol__deriv,savgol__polyorder,savgol__wavemax,savgol__wavemin,savgol__window_length,RMSE train,R2 train,RMSE test,R2 test,preds +/-1,preds +/-2,preds +/-3,preds +/-4,preds +/-6,preds +/-8,preds +/-10
SVM,3.1622776601683795,1.584893192461114,0,30.0,2.0,2.0,1348.0,1030.0,12.0,4.303648684992259,0.7586833508135405,4.838769578856597,0.6833945408864881,0.1958762886597938,0.3247422680412371,0.5,0.634020618556701,0.8195876288659794,0.8969072164948454,0.9536082474226805
