,alpha,l1_ratio,savgol__deriv,savgol__polyorder,savgol__wavemax,savgol__wavemin,savgol__window_length,RMSE train,R2 train,RMSE test,R2 test,preds +/-1,preds +/-2,preds +/-3,preds +/-4,preds +/-6,preds +/-8,preds +/-10
elnet,0.23186774060345358,0.5360328803351738,2.0,3.0,1358.0,1162.0,16.0,5.148492838968613,0.6653572833068679,4.802758171144469,0.682178491977121,0.17346938775510204,0.3622448979591837,0.45408163265306123,0.5969387755102041,0.7704081632653061,0.9030612244897959,0.9438775510204082
