,alpha,pca__n_components,savgol__deriv,savgol__polyorder,savgol__wavemax,savgol__wavemin,savgol__window_length,RMSE opt-rmse,R2 opt-rmse,RMSE opt-r2,R2 opt-r2,preds +/-1,preds +/-2,preds +/-3,preds +/-4,preds +/-6,preds +/-8,preds +/-10
lasso,0.06309573444801936,30.0,2.0,3.0,1412.0,984.0,12.0,4.805788517925187,0.7001450833063092,4.812981051057393,0.6992468622012127,0.16412859560067683,0.32148900169204736,0.4602368866328257,0.5668358714043993,0.7715736040609137,0.9018612521150592,0.9678510998307953
