,alpha,pca__n_components,savgol__deriv,savgol__polyorder,savgol__wavemax,savgol__wavemin,savgol__window_length,RMSE opt-rmse,R2 opt-rmse,RMSE opt-r2,R2 opt-r2,preds +/-1,preds +/-2,preds +/-3,preds +/-4,preds +/-6,preds +/-8,preds +/-10
ridge,1.0,26.0,1.0,3.0,1402.0,1026.0,16.0,4.817816369712923,0.6986422607138002,4.82164081576659,0.6981636273356899,0.12521150592216582,0.3130287648054145,0.44839255499153974,0.5651438240270727,0.7631133671742809,0.9120135363790186,0.9763113367174281
